loan_amnt,dti,emp_length,accepted
24000.0,13.14,4 years,1
7000.0,13.62,1 year,1
9800.0,16.91,3 years,1
15400.0,8.92,< 1 year,1
3000.0,17.48,10+ years,1
12000.0,33.53,8 years,1
18000.0,30.35,,1
4000.0,12.35,< 1 year,1
20000.0,19.65,1 year,1
6000.0,7.97,3 years,1
8000.0,19.1,5 years,1
20000.0,15.15,2 years,1
15200.0,33.5,10+ years,1
8000.0,25.59,< 1 year,1
4000.0,0.0,2 years,1
28000.0,14.96,10+ years,1
32000.0,23.08,10+ years,1
5000.0,5.24,2 years,1
10375.0,10.5,3 years,1
12000.0,21.17,5 years,1
5000.0,22.72,10+ years,1
20000.0,8.94,3 years,1
35000.0,29.88,10+ years,1
25000.0,12.49,10+ years,1
16000.0,32.09,2 years,1
20000.0,25.76,10+ years,1
15000.0,35.23,2 years,1
10000.0,16.04,10+ years,1
6200.0,22.36,,1
16000.0,28.08,< 1 year,1
28000.0,14.85,2 years,1
15000.0,29.83,10+ years,1
12000.0,4.36,2 years,1
7075.0,28.06,10+ years,1
10000.0,13.53,10+ years,1
7000.0,8.04,,1
5000.0,31.35,4 years,1
6000.0,16.73,< 1 year,1
17000.0,27.51,,1
7000.0,24.29,,1
30000.0,17.66,2 years,1
20000.0,19.7,< 1 year,1
7000.0,8.47,10+ years,1
15600.0,7.73,4 years,1
9000.0,15.18,1 year,1
21000.0,13.04,< 1 year,1
10000.0,8.94,1 year,1
26000.0,24.04,4 years,1
19675.0,22.34,,1
10000.0,27.97,4 years,1
11500.0,21.94,7 years,1
21000.0,18.79,7 years,1
3500.0,11.33,1 year,1
13500.0,12.83,10+ years,1
15200.0,9.35,10+ years,1
4900.0,5.92,< 1 year,1
1000.0,28.46,,1
8000.0,13.59,7 years,1
10000.0,10.08,8 years,1
10000.0,19.92,1 year,1
26900.0,21.6,< 1 year,1
35000.0,16.1,4 years,1
8000.0,10.23,7 years,1
10800.0,11.94,4 years,1
25000.0,14.3,10+ years,1
9000.0,12.32,9 years,1
16000.0,17.11,10+ years,1
13625.0,17.58,3 years,1
5000.0,18.23,5 years,1
29325.0,26.43,,1
19200.0,16.94,9 years,1
16000.0,30.81,5 years,1
30000.0,21.89,10+ years,1
4500.0,18.13,4 years,1
10000.0,14.96,10+ years,1
10000.0,2.64,5 years,1
12000.0,12.35,10+ years,1
7000.0,13.37,10+ years,1
8000.0,12.92,10+ years,1
9000.0,24.74,9 years,1
11200.0,28.35,4 years,1
12000.0,14.01,10+ years,1
9000.0,38.68,10+ years,1
12225.0,10.62,,1
21000.0,34.71,,1
10000.0,15.17,10+ years,1
22675.0,20.06,< 1 year,1
15125.0,27.02,< 1 year,1
6000.0,19.72,9 years,1
9000.0,31.46,4 years,1
20950.0,10.81,5 years,1
12000.0,7.22,3 years,1
2500.0,22.39,10+ years,1
14000.0,32.63,7 years,1
16100.0,20.27,6 years,1
8000.0,19.06,1 year,1
2400.0,35.59,7 years,1
16000.0,19.06,10+ years,1
8000.0,13.49,10+ years,1
22000.0,14.73,1 year,1
3600.0,32.83,10+ years,1
7000.0,21.4,10+ years,1
18000.0,16.26,10+ years,1
13700.0,28.65,,1
11150.0,34.95,10+ years,1
26000.0,19.71,10+ years,1
20000.0,26.79,4 years,1
29200.0,7.59,10+ years,1
32000.0,13.46,10+ years,1
7500.0,4.62,10+ years,1
12000.0,6.07,10+ years,1
7500.0,12.35,10+ years,1
15000.0,33.26,5 years,1
5000.0,31.89,3 years,1
12000.0,17.39,5 years,1
4900.0,11.85,10+ years,1
8000.0,15.83,1 year,1
34000.0,19.35,10+ years,1
24000.0,8.0,10+ years,1
3000.0,21.01,,1
6000.0,31.56,< 1 year,1
12500.0,14.16,,1
15800.0,8.43,1 year,1
10000.0,10.42,10+ years,1
10000.0,15.27,7 years,1
6025.0,13.28,8 years,1
19925.0,19.41,3 years,1
15000.0,13.61,5 years,1
8000.0,11.9,6 years,1
10000.0,20.96,10+ years,1
21000.0,18.15,7 years,1
26400.0,33.47,9 years,1
12000.0,12.42,10+ years,1
25000.0,10.54,< 1 year,1
4800.0,23.3,10+ years,1
5000.0,9.58,10+ years,1
4200.0,22.1,10+ years,1
5000.0,12.24,5 years,1
28000.0,29.81,3 years,1
20000.0,28.18,10+ years,1
15000.0,18.47,2 years,1
27000.0,36.18,7 years,1
24000.0,23.26,4 years,1
28800.0,12.41,3 years,1
2000.0,13.94,,1
2200.0,31.53,3 years,1
28000.0,5.0,4 years,1
9025.0,24.85,10+ years,1
4200.0,15.87,6 years,1
5000.0,26.85,10+ years,1
5000.0,27.29,3 years,1
13000.0,14.98,6 years,1
20000.0,17.82,10+ years,1
11200.0,19.6,10+ years,1
24000.0,9.3,5 years,1
12000.0,26.84,2 years,1
15000.0,19.05,10+ years,1
12000.0,18.91,10+ years,1
4000.0,19.51,4 years,1
29750.0,21.54,6 years,1
10000.0,17.33,10+ years,1
20000.0,7.09,10+ years,1
8000.0,18.15,10+ years,1
35000.0,26.1,4 years,1
11200.0,22.76,2 years,1
3200.0,15.99,4 years,1
2000.0,29.88,10+ years,1
10000.0,12.13,2 years,1
12000.0,7.57,3 years,1
24000.0,8.96,10+ years,1
15000.0,20.58,3 years,1
35000.0,34.26,2 years,1
2525.0,3.22,10+ years,1
30800.0,16.38,2 years,1
9000.0,11.7,2 years,1
4000.0,31.28,7 years,1
9000.0,28.22,10+ years,1
6000.0,21.5,< 1 year,1
8000.0,16.08,10+ years,1
5000.0,19.62,3 years,1
20000.0,6.46,10+ years,1
3500.0,32.02,3 years,1
17000.0,22.23,10+ years,1
22950.0,28.68,9 years,1
20000.0,15.57,9 years,1
4500.0,13.47,10+ years,1
2075.0,5.03,< 1 year,1
14350.0,22.52,8 years,1
26400.0,24.55,6 years,1
25000.0,6.49,2 years,1
6000.0,1.34,9 years,1
8000.0,24.61,,1
14400.0,5.29,< 1 year,1
11450.0,12.28,10+ years,1
20000.0,33.03,10+ years,1
15000.0,14.26,10+ years,1
13000.0,6.71,< 1 year,1
13000.0,29.58,4 years,1
8000.0,27.26,4 years,1
14075.0,38.36,6 years,1
20000.0,17.33,,1
2000.0,6.35,6 years,1
15000.0,26.19,10+ years,1
6000.0,12.24,4 years,1
35000.0,18.75,8 years,1
12000.0,12.92,10+ years,1
7200.0,9.85,4 years,1
2400.0,19.87,8 years,1
20000.0,25.03,2 years,1
14400.0,23.46,10+ years,1
24000.0,22.85,< 1 year,1
20000.0,20.5,4 years,1
18175.0,21.03,10+ years,1
7200.0,13.06,10+ years,1
35000.0,25.29,7 years,1
5000.0,17.75,3 years,1
20000.0,21.18,3 years,1
24000.0,9.27,2 years,1
23500.0,23.83,,1
28000.0,8.53,6 years,1
18000.0,14.77,10+ years,1
3200.0,26.22,10+ years,1
10000.0,38.23,7 years,1
6000.0,20.9,5 years,1
28000.0,24.91,4 years,1
4225.0,17.18,3 years,1
5950.0,17.0,10+ years,1
1400.0,20.01,1 year,1
12000.0,17.9,8 years,1
4775.0,33.62,,1
8675.0,39.59,9 years,1
5600.0,12.52,< 1 year,1
5000.0,22.21,,1
2800.0,9.67,,1
30000.0,26.26,8 years,1
25000.0,11.89,6 years,1
20000.0,15.74,10+ years,1
8000.0,14.66,3 years,1
9000.0,29.1,< 1 year,1
22800.0,8.5,10+ years,1
10000.0,22.07,3 years,1
12000.0,11.97,10+ years,1
5000.0,14.03,10+ years,1
33050.0,31.99,10+ years,1
9000.0,18.57,10+ years,1
6000.0,20.56,10+ years,1
27000.0,14.88,5 years,1
10000.0,26.62,10+ years,1
1000.0,25.87,3 years,1
13600.0,28.35,3 years,1
35000.0,27.26,< 1 year,1
10000.0,17.46,10+ years,1
9000.0,14.0,5 years,1
5000.0,11.71,6 years,1
20000.0,6.53,8 years,1
20000.0,27.31,2 years,1
18000.0,18.04,2 years,1
6000.0,29.14,1 year,1
8000.0,23.94,< 1 year,1
12000.0,8.12,9 years,1
20000.0,18.81,10+ years,1
17600.0,15.45,< 1 year,1
7800.0,11.61,3 years,1
10600.0,19.03,< 1 year,1
18000.0,39.3,2 years,1
35000.0,23.33,8 years,1
6400.0,11.97,8 years,1
7000.0,26.15,2 years,1
30000.0,19.32,7 years,1
4000.0,3.15,10+ years,1
10000.0,18.88,1 year,1
4000.0,31.58,3 years,1
18000.0,2.04,10+ years,1
35000.0,4.8,7 years,1
6400.0,19.66,9 years,1
18000.0,20.68,3 years,1
20000.0,8.37,9 years,1
20000.0,11.63,10+ years,1
35000.0,18.53,2 years,1
24150.0,14.94,10+ years,1
15600.0,15.45,10+ years,1
6000.0,5.96,< 1 year,1
2000.0,24.37,1 year,1
10000.0,28.43,4 years,1
24000.0,12.03,,1
15600.0,6.91,10+ years,1
15000.0,9.09,5 years,1
30000.0,15.16,10+ years,1
15600.0,3.52,5 years,1
15000.0,5.09,10+ years,1
35000.0,0.13,< 1 year,1
25600.0,13.43,6 years,1
20000.0,18.01,8 years,1
9000.0,20.21,< 1 year,1
24000.0,0.36,2 years,1
17000.0,34.36,10+ years,1
24000.0,20.51,< 1 year,1
10800.0,17.54,10+ years,1
15000.0,17.7,4 years,1
8400.0,9.79,8 years,1
10000.0,11.2,7 years,1
16000.0,16.36,3 years,1
15000.0,16.36,10+ years,1
9000.0,16.99,,1
9500.0,18.13,1 year,1
2000.0,9.27,5 years,1
16000.0,9.94,9 years,1
7800.0,34.01,10+ years,1
12000.0,8.75,10+ years,1
10500.0,14.88,10+ years,1
14000.0,33.58,5 years,1
12000.0,4.13,8 years,1
10000.0,29.11,9 years,1
6000.0,6.33,5 years,1
8000.0,33.18,5 years,1
18000.0,5.6,2 years,1
16000.0,34.26,2 years,1
7000.0,13.92,10+ years,1
24000.0,28.65,< 1 year,1
14250.0,37.62,10+ years,1
12000.0,6.77,2 years,1
5000.0,27.84,< 1 year,1
7200.0,29.04,5 years,1
28000.0,4.43,10+ years,1
20000.0,24.48,4 years,1
18000.0,13.74,10+ years,1
6000.0,3.83,2 years,1
18000.0,13.92,< 1 year,1
8800.0,30.15,< 1 year,1
28000.0,14.79,10+ years,1
2975.0,28.4,,1
22400.0,34.84,10+ years,1
6600.0,7.1,10+ years,1
10000.0,15.75,9 years,1
16000.0,25.2,1 year,1
30000.0,22.76,8 years,1
10000.0,23.33,,1
12000.0,28.75,10+ years,1
15750.0,48.56,2 years,1
35000.0,30.51,3 years,1
14000.0,9.66,7 years,1
20000.0,32.94,10+ years,1
11000.0,10.64,8 years,1
12000.0,10.24,10+ years,1
12000.0,33.07,10+ years,1
20000.0,6.68,1 year,1
15000.0,10.34,3 years,1
20000.0,21.08,10+ years,1
18375.0,7.41,3 years,1
6000.0,31.05,10+ years,1
22900.0,17.57,1 year,1
5000.0,21.05,5 years,1
5000.0,14.17,1 year,1
16000.0,8.98,10+ years,1
25000.0,25.07,1 year,1
35000.0,13.41,3 years,1
6000.0,10.53,< 1 year,1
15000.0,15.27,< 1 year,1
4000.0,33.6,2 years,1
3000.0,30.31,< 1 year,1
18000.0,23.07,5 years,1
17500.0,19.48,10+ years,1
10000.0,16.63,10+ years,1
16000.0,16.01,10+ years,1
27000.0,18.85,6 years,1
5000.0,8.59,10+ years,1
3600.0,33.05,10+ years,1
20000.0,25.92,10+ years,1
15000.0,5.45,10+ years,1
14000.0,11.76,8 years,1
2500.0,8.9,< 1 year,1
3000.0,7.9,3 years,1
10000.0,21.49,8 years,1
7000.0,29.15,< 1 year,1
22000.0,7.66,2 years,1
2000.0,31.3,8 years,1
22400.0,3.15,10+ years,1
5650.0,16.08,7 years,1
16800.0,21.75,2 years,1
2500.0,18.64,3 years,1
30000.0,18.72,2 years,1
9600.0,17.15,10+ years,1
8000.0,11.9,10+ years,1
15000.0,31.08,8 years,1
20000.0,22.55,,1
7900.0,10.73,8 years,1
29500.0,17.98,10+ years,1
12000.0,4.38,10+ years,1
12000.0,26.75,3 years,1
4500.0,14.05,< 1 year,1
21000.0,19.03,10+ years,1
19400.0,23.5,8 years,1
4000.0,39.89,9 years,1
28000.0,34.22,10+ years,1
16800.0,37.94,10+ years,1
12225.0,31.31,8 years,1
15000.0,28.41,< 1 year,1
6050.0,35.32,8 years,1
28200.0,25.78,4 years,1
8000.0,24.87,10+ years,1
28800.0,30.79,10+ years,1
15000.0,14.19,3 years,1
10900.0,15.85,< 1 year,1
9600.0,36.02,10+ years,1
4725.0,16.84,< 1 year,1
15000.0,17.5,3 years,1
8000.0,18.16,< 1 year,1
25000.0,26.64,10+ years,1
9600.0,8.62,3 years,1
20000.0,15.68,10+ years,1
25000.0,8.29,9 years,1
29800.0,23.28,10+ years,1
16800.0,22.81,7 years,1
8400.0,16.57,8 years,1
35000.0,14.42,< 1 year,1
3000.0,24.8,10+ years,1
10000.0,7.64,1 year,1
7200.0,19.14,6 years,1
21000.0,30.18,10+ years,1
7000.0,15.74,8 years,1
22400.0,39.04,2 years,1
11000.0,10.74,2 years,1
10000.0,9.82,10+ years,1
21000.0,17.69,2 years,1
15000.0,12.75,2 years,1
6500.0,17.49,10+ years,1
28000.0,12.41,9 years,1
14500.0,16.23,,1
8400.0,22.92,< 1 year,1
10800.0,26.89,3 years,1
2000.0,16.88,,1
20000.0,19.0,2 years,1
21425.0,6.66,10+ years,1
24975.0,11.54,5 years,1
2000.0,24.64,10+ years,1
6000.0,19.18,1 year,1
20000.0,17.53,< 1 year,1
18800.0,19.7,10+ years,1
25000.0,26.62,3 years,1
2500.0,8.84,8 years,1
10500.0,10.39,10+ years,1
14000.0,17.45,5 years,1
23000.0,10.49,10+ years,1
5450.0,21.01,1 year,1
8500.0,9.26,1 year,1
6000.0,32.41,3 years,1
2000.0,37.62,5 years,1
10000.0,13.06,3 years,1
10000.0,39.6,10+ years,1
28000.0,8.48,10+ years,1
20250.0,19.99,3 years,1
16000.0,11.87,10+ years,1
16000.0,12.97,10+ years,1
14000.0,11.98,3 years,1
10100.0,26.77,4 years,1
4800.0,2.3,2 years,1
29000.0,7.69,10+ years,1
7700.0,27.5,< 1 year,1
11200.0,36.22,5 years,1
15000.0,30.48,10+ years,1
6000.0,13.67,2 years,1
9600.0,12.18,10+ years,1
4000.0,14.43,< 1 year,1
16000.0,32.69,10+ years,1
10000.0,7.5,10+ years,1
6000.0,8.12,9 years,1
12000.0,31.25,6 years,1
7000.0,4.28,10+ years,1
24000.0,23.67,10+ years,1
6000.0,18.5,7 years,1
28000.0,18.31,8 years,1
15000.0,12.7,10+ years,1
12000.0,9.46,2 years,1
12000.0,30.96,5 years,1
4000.0,22.4,10+ years,1
14000.0,17.44,5 years,1
20000.0,37.69,2 years,1
10000.0,12.07,< 1 year,1
10000.0,20.92,,1
16000.0,9.12,1 year,1
15000.0,25.04,4 years,1
9000.0,28.98,2 years,1
19725.0,29.44,6 years,1
4500.0,27.35,1 year,1
15000.0,27.83,< 1 year,1
35000.0,11.64,2 years,1
5000.0,0.75,< 1 year,1
32000.0,11.34,10+ years,1
5000.0,4.69,< 1 year,1
1050.0,27.38,4 years,1
10000.0,17.69,1 year,1
28075.0,26.35,9 years,1
18000.0,29.13,10+ years,1
12000.0,19.74,2 years,1
12000.0,23.76,10+ years,1
5600.0,34.74,9 years,1
3600.0,27.72,5 years,1
25000.0,7.66,8 years,1
11500.0,21.56,10+ years,1
25000.0,14.56,7 years,1
12000.0,12.43,< 1 year,1
12000.0,39.66,7 years,1
6000.0,19.14,6 years,1
15850.0,21.08,10+ years,1
27125.0,37.65,8 years,1
20000.0,16.45,10+ years,1
6600.0,32.56,2 years,1
15000.0,13.66,3 years,1
15000.0,18.95,3 years,1
23650.0,36.64,10+ years,1
18475.0,12.75,8 years,1
10000.0,27.0,10+ years,1
16000.0,8.51,10+ years,1
9375.0,9.74,3 years,1
18675.0,30.98,10+ years,1
5000.0,13.81,10+ years,1
5000.0,13.74,6 years,1
5000.0,5.52,5 years,1
14000.0,17.43,5 years,1
14400.0,11.67,10+ years,1
5000.0,23.23,4 years,1
3000.0,16.6,8 years,1
8500.0,12.81,10+ years,1
16000.0,11.69,10+ years,1
4300.0,1.97,4 years,1
14050.0,13.34,4 years,1
32000.0,20.5,10+ years,1
15000.0,7.4,3 years,1
5000.0,19.9,10+ years,1
15000.0,25.0,10+ years,1
11200.0,17.67,5 years,1
21000.0,16.64,4 years,1
13225.0,22.21,4 years,1
21000.0,13.72,10+ years,1
12000.0,8.92,8 years,1
24000.0,15.42,10+ years,1
15000.0,29.71,2 years,1
8500.0,12.38,10+ years,1
10000.0,30.85,10+ years,1
6500.0,22.12,2 years,1
10000.0,2.91,6 years,1
24000.0,21.73,10+ years,1
20000.0,21.01,5 years,1
15000.0,15.25,8 years,1
18000.0,14.26,< 1 year,1
14400.0,9.29,3 years,1
35000.0,20.64,1 year,1
3325.0,27.6,2 years,1
24000.0,15.92,10+ years,1
2500.0,10.96,3 years,1
17800.0,14.01,4 years,1
35000.0,11.19,1 year,1
16975.0,7.74,3 years,1
15000.0,31.57,10+ years,1
16000.0,28.48,1 year,1
11000.0,15.68,10+ years,1
4500.0,17.6,10+ years,1
20000.0,30.59,10+ years,1
8000.0,34.47,10+ years,1
7000.0,3.39,8 years,1
5000.0,6.14,4 years,1
14000.0,10.8,10+ years,1
20000.0,21.39,,1
26400.0,27.58,< 1 year,1
10000.0,15.46,10+ years,1
32725.0,18.03,< 1 year,1
20000.0,23.22,,1
7000.0,3.62,8 years,1
22000.0,15.77,10+ years,1
16000.0,19.08,10+ years,1
6000.0,10.64,< 1 year,1
12000.0,34.22,10+ years,1
2700.0,9.58,2 years,1
7000.0,11.69,1 year,1
10775.0,27.43,10+ years,1
10000.0,11.69,10+ years,1
10000.0,6.54,7 years,1
11000.0,16.95,1 year,1
12000.0,22.81,7 years,1
2000.0,8.55,10+ years,1
10000.0,14.61,8 years,1
16000.0,26.94,10+ years,1
6000.0,13.1,,1
12000.0,5.55,10+ years,1
30000.0,9.15,10+ years,1
16000.0,6.97,,1
19000.0,20.13,10+ years,1
21000.0,16.05,10+ years,1
28000.0,32.37,10+ years,1
5500.0,16.63,1 year,1
7450.0,22.61,5 years,1
18000.0,15.36,5 years,1
16000.0,34.57,4 years,1
20000.0,13.44,10+ years,1
31325.0,25.86,3 years,1
22425.0,22.61,3 years,1
20000.0,11.13,4 years,1
20000.0,35.25,< 1 year,1
12000.0,14.97,1 year,1
8500.0,30.03,10+ years,1
16800.0,30.9,5 years,1
10800.0,29.96,1 year,1
12000.0,26.19,5 years,1
2100.0,21.13,10+ years,1
5700.0,24.28,,1
6025.0,34.89,3 years,1
14000.0,9.06,2 years,1
25000.0,14.86,2 years,1
30000.0,10.75,< 1 year,1
12000.0,12.7,10+ years,1
28000.0,23.58,3 years,1
15000.0,29.82,< 1 year,1
10000.0,19.32,10+ years,1
16000.0,27.87,1 year,1
3825.0,7.08,3 years,1
29000.0,7.79,< 1 year,1
21600.0,18.5,5 years,1
9050.0,21.25,3 years,1
6600.0,9.66,10+ years,1
12000.0,5.73,4 years,1
15000.0,13.05,10+ years,1
8000.0,8.85,< 1 year,1
5000.0,29.22,10+ years,1
28000.0,16.3,2 years,1
12000.0,25.88,4 years,1
25000.0,14.88,10+ years,1
30000.0,10.79,3 years,1
3600.0,11.08,< 1 year,1
6525.0,8.44,< 1 year,1
18000.0,22.29,2 years,1
2000.0,16.15,8 years,1
27425.0,29.71,< 1 year,1
32000.0,22.48,2 years,1
24000.0,27.33,10+ years,1
10000.0,9.44,< 1 year,1
16800.0,27.27,6 years,1
4000.0,9.48,10+ years,1
25950.0,20.93,10+ years,1
9600.0,30.27,10+ years,1
17500.0,10.09,10+ years,1
10000.0,19.62,9 years,1
25000.0,34.58,4 years,1
25000.0,14.47,4 years,1
18000.0,10.04,2 years,1
19875.0,23.19,1 year,1
22500.0,9.83,10+ years,1
10075.0,24.47,,1
12000.0,15.36,10+ years,1
7500.0,23.55,,1
3000.0,12.35,< 1 year,1
12000.0,5.96,2 years,1
4100.0,6.0,10+ years,1
11900.0,14.93,3 years,1
32000.0,8.75,< 1 year,1
22800.0,17.17,1 year,1
7200.0,29.32,2 years,1
16000.0,11.09,10+ years,1
15000.0,4.35,< 1 year,1
12000.0,15.09,2 years,1
8000.0,13.09,3 years,1
21000.0,33.84,9 years,1
4800.0,10.42,2 years,1
4000.0,11.73,,1
24000.0,23.17,10+ years,1
10800.0,11.0,3 years,1
10000.0,8.45,10+ years,1
7000.0,11.8,2 years,1
23000.0,19.35,1 year,1
8000.0,7.75,2 years,1
12000.0,13.39,10+ years,1
8000.0,28.92,6 years,1
4800.0,11.37,9 years,1
15000.0,33.38,10+ years,1
2000.0,10.2,5 years,1
6000.0,21.84,< 1 year,1
10800.0,18.37,10+ years,1
12000.0,7.71,3 years,1
7325.0,10.95,5 years,1
15000.0,15.3,,1
6300.0,16.99,10+ years,1
6000.0,13.78,< 1 year,1
15075.0,25.54,10+ years,1
9600.0,28.07,,1
16000.0,12.09,10+ years,1
6000.0,10.28,10+ years,1
2000.0,26.75,9 years,1
9600.0,32.21,10+ years,1
9600.0,22.95,10+ years,1
5000.0,28.26,10+ years,1
21000.0,3.3,10+ years,1
30000.0,29.89,8 years,1
6000.0,4.14,10+ years,1
11500.0,20.4,4 years,1
15000.0,14.17,2 years,1
3175.0,34.18,6 years,1
8000.0,5.72,< 1 year,1
27000.0,20.52,10+ years,1
6400.0,19.71,8 years,1
21000.0,18.12,10+ years,1
3900.0,34.31,1 year,1
32000.0,22.83,5 years,1
20000.0,21.69,< 1 year,1
32000.0,23.19,3 years,1
3600.0,24.3,10+ years,1
13825.0,19.2,3 years,1
19300.0,38.94,10+ years,1
12000.0,13.11,4 years,1
12000.0,7.98,10+ years,1
10000.0,3.4,3 years,1
10000.0,9.13,10+ years,1
15000.0,31.92,10+ years,1
30000.0,6.21,2 years,1
11400.0,28.26,10+ years,1
20000.0,15.06,10+ years,1
4800.0,4.77,9 years,1
11025.0,25.55,2 years,1
15000.0,27.53,10+ years,1
25000.0,13.13,,1
24500.0,21.82,,1
3500.0,8.84,3 years,1
35000.0,13.03,5 years,1
4000.0,18.44,10+ years,1
8000.0,14.06,9 years,1
25000.0,20.92,2 years,1
7100.0,12.87,1 year,1
5875.0,18.87,7 years,1
5600.0,11.76,,1
10000.0,32.56,3 years,1
18000.0,27.76,8 years,1
2775.0,24.71,2 years,1
7500.0,5.15,10+ years,1
20000.0,27.48,4 years,1
15000.0,26.85,7 years,1
10875.0,24.3,2 years,1
35000.0,16.66,10+ years,1
33000.0,18.19,9 years,1
22000.0,12.35,10+ years,1
20000.0,27.92,3 years,1
20000.0,19.82,,1
10000.0,13.28,10+ years,1
6000.0,20.52,1 year,1
13000.0,33.43,10+ years,1
3000.0,1.06,10+ years,1
35000.0,20.25,7 years,1
5000.0,9.72,10+ years,1
25000.0,22.38,10+ years,1
3600.0,11.22,10+ years,1
24000.0,12.61,5 years,1
15000.0,18.3,4 years,1
10000.0,13.73,10+ years,1
14400.0,24.67,10+ years,1
21000.0,7.69,10+ years,1
5900.0,25.83,3 years,1
9225.0,23.79,3 years,1
12000.0,24.57,,1
30000.0,23.03,6 years,1
15725.0,21.3,< 1 year,1
16800.0,32.55,< 1 year,1
10000.0,5.72,10+ years,1
24000.0,31.83,10+ years,1
9000.0,17.66,7 years,1
14500.0,24.89,10+ years,1
17750.0,13.49,1 year,1
7000.0,21.46,2 years,1
9075.0,37.02,10+ years,1
10000.0,36.0,10+ years,1
17000.0,15.55,8 years,1
17000.0,7.43,10+ years,1
6000.0,7.76,,1
19200.0,13.82,10+ years,1
1000.0,8.34,5 years,1
14400.0,7.04,10+ years,1
35000.0,28.6,< 1 year,1
7725.0,13.15,6 years,1
9600.0,21.03,10+ years,1
22000.0,15.4,2 years,1
8000.0,28.48,2 years,1
25000.0,7.29,10+ years,1
35000.0,19.94,10+ years,1
5000.0,9.39,3 years,1
14000.0,23.42,10+ years,1
16000.0,10.08,10+ years,1
5300.0,16.34,3 years,1
9400.0,7.55,8 years,1
1000.0,20.84,9 years,1
18200.0,19.51,10+ years,1
28000.0,11.56,10+ years,1
12000.0,14.9,5 years,1
15600.0,34.18,10+ years,1
22775.0,12.76,2 years,1
12000.0,18.59,< 1 year,1
16500.0,7.15,10+ years,1
7000.0,1.23,10+ years,1
20000.0,20.97,3 years,1
8500.0,7.99,10+ years,1
15000.0,27.18,3 years,1
4000.0,22.27,,1
4600.0,12.87,,1
15000.0,34.4,3 years,1
15000.0,36.95,1 year,1
35000.0,15.4,,1
10000.0,26.14,2 years,1
5000.0,23.46,2 years,1
16000.0,18.4,7 years,1
9375.0,19.27,10+ years,1
6000.0,11.72,< 1 year,1
30000.0,20.45,10+ years,1
7050.0,21.23,5 years,1
20000.0,24.73,1 year,1
18575.0,8.27,,1
9350.0,14.74,< 1 year,1
8800.0,12.0,1 year,1
31750.0,24.69,6 years,1
7200.0,20.76,,1
20000.0,11.97,10+ years,1
15000.0,20.09,8 years,1
35000.0,15.09,2 years,1
15000.0,21.63,10+ years,1
6000.0,19.8,1 year,1
15000.0,15.23,7 years,1
4475.0,9.23,,1
9000.0,18.34,4 years,1
10000.0,27.43,7 years,1
14000.0,10.6,2 years,1
15000.0,33.75,10+ years,1
35000.0,12.37,9 years,1
5000.0,9.27,10+ years,1
11700.0,6.08,2 years,1
18000.0,8.0,1 year,1
35000.0,25.07,6 years,1
23000.0,20.92,10+ years,1
6000.0,23.57,5 years,1
18000.0,32.92,7 years,1
10400.0,12.96,3 years,1
1000.0,12.76,1 year,1
16000.0,16.16,10+ years,1
15000.0,9.79,5 years,1
5600.0,14.4,5 years,1
35000.0,33.07,4 years,1
21600.0,28.18,10+ years,1
4000.0,25.24,< 1 year,1
15400.0,10.53,10+ years,1
6025.0,3.92,4 years,1
15000.0,24.92,6 years,1
10000.0,30.71,4 years,1
13500.0,7.37,10+ years,1
26000.0,13.22,4 years,1
13600.0,8.33,10+ years,1
28000.0,10.94,8 years,1
25000.0,20.48,10+ years,1
4975.0,11.17,10+ years,1
9925.0,35.77,3 years,1
11000.0,3.97,9 years,1
20150.0,34.29,,1
11750.0,18.28,2 years,1
6175.0,21.57,1 year,1
10000.0,14.71,10+ years,1
3750.0,8.96,< 1 year,1
9000.0,15.85,10+ years,1
5600.0,28.04,5 years,1
9525.0,25.5,10+ years,1
28000.0,18.59,1 year,1
7000.0,15.14,3 years,1
10000.0,19.13,7 years,1
24000.0,19.55,10+ years,1
6000.0,5.57,10+ years,1
35000.0,14.62,6 years,1
10750.0,38.57,10+ years,1
20925.0,20.66,10+ years,1
5500.0,28.32,10+ years,1
6650.0,22.21,,1
9600.0,9.65,9 years,1
4800.0,28.6,,1
12000.0,24.98,1 year,1
20000.0,23.46,10+ years,1
9500.0,15.03,4 years,1
6000.0,12.05,5 years,1
6500.0,9.94,,1
7000.0,11.43,10+ years,1
11500.0,27.26,4 years,1
18000.0,17.48,3 years,1
13500.0,12.85,,1
16000.0,25.59,6 years,1
3150.0,25.45,8 years,1
21000.0,20.33,5 years,1
5000.0,23.09,1 year,1
18000.0,27.58,< 1 year,1
3000.0,32.6,10+ years,1
28000.0,13.88,8 years,1
35000.0,33.32,10+ years,1
10000.0,22.67,,1
8000.0,16.71,< 1 year,1
7200.0,39.74,< 1 year,1
12000.0,16.45,10+ years,1
4000.0,38.95,4 years,1
22400.0,35.4,5 years,1
6000.0,31.03,10+ years,1
3725.0,25.51,,1
16000.0,17.64,10+ years,1
14400.0,15.62,10+ years,1
32000.0,24.82,4 years,1
35000.0,27.68,10+ years,1
8000.0,18.6,1 year,1
13900.0,24.95,5 years,1
20000.0,26.23,,1
9475.0,19.24,9 years,1
16000.0,2.0,10+ years,1
5000.0,6.1,1 year,1
9500.0,32.22,,1
11000.0,22.32,5 years,1
28000.0,11.14,10+ years,1
2800.0,18.76,10+ years,1
